   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.64864,             0.33075,             0.32309,             0.17832,            0.042162,           0.0086823,            0.012107,             0.01247,                0.01,             0.86312,             0.00043,              2.4711,             0.82231,             0.09316,               0.046,             0.48979,             0.95622,             0.76954,             0.97902,                 0.2,              4.7455,                   0,             0.01842,             0.56157,             0.40214,                   0,             0.09686,             0.42518,                   0,                   0,                   0,                 0.5,             0.99244,                   0,                   0,              3.0165
             0.68079,             0.31621,             0.34736,             0.19448,            0.056391,           0.0091179,            0.012336,             0.01124,             0.01083,             0.89511,             0.00043,              2.0974,             0.80901,             0.08505,             0.06185,             0.44655,              1.1083,             0.88978,              0.7926,                 0.2,               4.729,                   0,             0.02161,              0.5696,             0.41986,                   0,             0.07917,             0.45509,                   0,                   0,                   0,                 0.5,              0.8759,                   0,                   0,              3.5577
             0.67561,             0.33284,             0.35033,             0.19822,            0.042033,           0.0092426,            0.011886,              0.0118,             0.01028,             0.85759,             0.00042,              2.5242,             0.82231,             0.09147,               0.046,              0.5203,              1.0047,                0.81,             0.98784,                 0.2,               4.729,                   0,             0.01772,             0.56213,              0.4116,                   0,             0.09698,             0.45948,                   0,                   0,                   0,                 0.5,             0.91676,                   0,                   0,              3.1776
             0.67737,             0.31928,             0.33141,             0.18644,             0.05176,           0.0089504,            0.012751,             0.01381,             0.01072,             0.87609,             0.00031,              2.1959,             0.89602,              0.0846,              0.0555,             0.53099,              1.0047,             0.78875,             0.89494,                 0.2,               4.729,                   0,             0.01869,             0.56549,             0.34845,                   0,             0.09634,             0.44457,                   0,                   0,                   0,                 0.5,             0.80681,                   0,                   0,              3.6774
             0.69137,             0.32818,             0.34255,             0.19074,            0.046043,           0.0094416,            0.011151,             0.01372,                0.01,              0.8317,              0.0004,              2.4652,             0.87777,             0.09925,             0.04977,             0.45182,              1.0431,             0.78875,              1.0008,                 0.2,               4.969,                   0,             0.01724,             0.60473,             0.41986,                   0,             0.09078,             0.47798,                   0,                   0,                   0,                 0.5,             0.90587,                   0,                   0,              3.3129
             0.67558,             0.32846,             0.34236,              0.1917,            0.042205,           0.0083878,            0.010893,             0.01367,             0.01013,             0.87493,             0.00043,              2.6473,             0.82231,             0.08865,               0.046,             0.44502,               1.086,              0.7618,             0.97022,                 0.2,              4.6009,                   0,             0.01687,             0.56549,             0.40883,                   0,             0.09767,             0.42463,                   0,                   0,                   0,                 0.5,              0.8879,                   0,                   0,              3.3129
             0.67453,              0.3235,             0.33548,             0.18552,            0.050347,            0.010989,            0.011837,             0.01198,                0.01,             0.84503,             0.00039,              2.4652,                0.95,             0.09147,              0.0552,             0.45112,              1.0047,              0.9292,             0.94629,                 0.2,              4.9554,                   0,             0.01811,             0.56549,             0.41986,                   0,             0.10837,             0.57184,                   0,                   0,                   0,                 0.5,             0.91444,                   0,                   0,              2.6928
             0.71271,             0.30644,             0.33393,             0.18641,            0.044948,           0.0080883,            0.011838,             0.01216,                0.01,             0.86312,             0.00054,              2.1354,             0.82032,             0.08235,             0.04877,             0.50746,             0.90588,             0.68706,             0.93631,                 0.2,                5.03,                   0,             0.01847,             0.51581,             0.41986,                   0,             0.10215,             0.42123,                   0,                   0,                   0,                 0.5,             0.77783,                   0,                   0,              3.7267
             0.66918,             0.34633,             0.34744,               0.195,            0.042069,           0.0074629,            0.011707,             0.01323,                0.01,             0.87277,             0.00038,              2.4652,             0.81805,             0.08825,               0.046,             0.47402,              1.0245,             0.78875,              0.9059,                 0.2,              4.3661,                   0,             0.02519,             0.47683,             0.41986,                   0,             0.08546,             0.45509,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.7454
             0.70121,             0.32195,             0.34708,             0.19131,            0.042207,           0.0092259,            0.011092,             0.01097,             0.01062,             0.84727,              0.0005,               2.487,             0.91496,             0.09762,               0.046,              0.4892,             0.95849,             0.78875,              1.0089,                 0.2,              4.8451,                   0,             0.01683,             0.56891,             0.35903,                   0,             0.10109,             0.51706,                   0,                   0,                   0,                 0.5,             0.91444,                   0,                   0,              3.3129
             0.66012,             0.35115,             0.34786,             0.19639,            0.043285,           0.0095831,            0.012198,             0.01232,                0.01,              0.8337,             0.00045,              2.4589,             0.73936,             0.09147,             0.04736,             0.47129,              1.0108,             0.80709,             0.97902,                 0.2,              4.7001,                   0,             0.01727,               0.556,             0.41986,                   0,               0.097,             0.42734,                   0,                   0,                   0,                 0.5,             0.86672,                   0,                   0,              2.4529
             0.71084,             0.32059,              0.3457,             0.19269,             0.04809,             0.00863,             0.01458,             0.01216,             0.01042,             0.86485,             0.00033,              2.4365,             0.87592,             0.09223,             0.05191,             0.54361,              1.0771,             0.76203,             0.90089,                 0.2,               4.729,                   0,             0.01727,             0.52293,              0.4181,                   0,             0.10062,             0.45509,                   0,                   0,                   0,                 0.5,             0.91444,                   0,                   0,              3.7302
             0.70056,             0.33948,             0.35136,             0.19745,            0.042752,           0.0091628,            0.012048,             0.01094,                0.01,             0.87274,             0.00041,              2.4296,             0.79225,             0.10357,               0.046,             0.47761,              1.1001,             0.78875,             0.94203,                 0.2,              4.7939,                   0,             0.01833,             0.61604,             0.42395,                   0,             0.08721,             0.56024,                   0,                   0,                   0,                 0.5,             0.81247,                   0,                   0,              3.1123
             0.70383,             0.30219,             0.33524,             0.18532,             0.04305,           0.0086433,            0.012405,             0.01216,                0.01,             0.86029,             0.00043,              2.5643,              0.8762,             0.08737,             0.04659,             0.49582,             0.97918,              0.7713,              1.0034,                 0.2,              4.6059,                   0,             0.01727,             0.55405,             0.42027,                   0,             0.09759,             0.46345,                   0,                   0,                   0,                 0.5,              0.9235,                   0,                   0,              3.3876
             0.67346,             0.32588,             0.33242,             0.18414,            0.045057,            0.007329,            0.012584,             0.01166,                0.01,             0.86312,             0.00043,              2.5394,             0.78512,             0.09074,              0.0497,              0.5375,              1.0401,             0.72317,             0.94122,                 0.2,              4.1852,                   0,              0.0163,             0.53292,             0.40789,                   0,             0.09686,             0.44503,                   0,                   0,                   0,                 0.5,             0.91444,                   0,                   0,              3.4317
             0.68044,             0.32707,             0.34344,              0.1894,            0.041694,           0.0095387,            0.013697,             0.01407,             0.01389,             0.86312,             0.00042,              2.5997,             0.78809,             0.06421,             0.04495,             0.55353,             0.88777,             0.66148,               1.458,                 0.2,              4.4626,                   0,             0.02181,             0.56549,             0.38868,                   0,             0.06704,             0.36281,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.5644
             0.67392,             0.34299,             0.35313,             0.19657,            0.046492,            0.010254,            0.011992,              0.0127,             0.01013,             0.86312,             0.00044,              2.7075,             0.82464,             0.08038,             0.05105,             0.49582,             0.99077,             0.86641,             0.99923,                 0.2,              4.9621,                   0,             0.01727,              0.4934,              0.4072,                   0,             0.09344,             0.44739,                   0,                   0,                   0,                 0.5,             0.89741,                   0,                   0,              3.4922
             0.68203,             0.36328,             0.37105,             0.19908,            0.042428,            0.011458,            0.010918,             0.01286,                0.01,             0.85559,              0.0004,              2.3206,             0.85783,             0.09399,             0.04522,             0.47266,              0.9155,             0.95667,             0.97902,                 0.2,              5.0304,                   0,             0.01539,             0.59458,             0.34271,                   0,             0.09686,             0.51238,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.3156
             0.68221,             0.33471,             0.34736,             0.19833,            0.044551,            0.010668,              0.0116,             0.01313,                0.01,             0.83041,             0.00042,              2.5065,             0.82231,             0.09082,             0.04833,             0.49582,             0.95506,             0.87816,              1.0403,                 0.2,               4.729,                   0,             0.01715,             0.55338,             0.44458,                   0,             0.11581,             0.53383,                   0,                   0,                   0,                 0.5,             0.94944,                   0,                   0,               3.595
              0.7064,             0.32975,              0.3553,             0.19671,            0.061343,           0.0095187,           0.0098719,             0.01196,                0.01,             0.90587,             0.00043,              3.0673,             0.71001,             0.10016,             0.06739,              0.4001,              1.0047,             0.78875,              1.0878,                 0.2,               4.729,                   0,             0.01727,             0.61583,             0.42038,                   0,             0.10489,             0.43861,                   0,                   0,                   0,                 0.5,              0.9659,                   0,                   0,              3.3129
             0.68763,             0.32882,             0.33999,             0.18581,            0.041727,           0.0086555,            0.013308,             0.00862,             0.01103,             0.84573,             0.00058,               2.362,             0.65442,             0.09616,               0.046,             0.49582,              1.0047,             0.78875,              1.1512,                 0.2,              3.9878,                   0,             0.01727,             0.68803,             0.49957,                   0,             0.12069,             0.45509,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.9912
             0.67259,             0.33665,             0.34954,             0.19237,            0.043125,             0.01051,            0.013397,             0.01216,             0.01001,             0.86312,             0.00044,              2.1606,             0.90656,             0.10592,             0.04783,             0.49882,              1.1308,             0.92604,              1.0985,                 0.2,              4.4644,                   0,             0.01899,             0.58007,             0.41986,                   0,             0.08692,             0.45509,                   0,                   0,                   0,                 0.5,             0.89138,                   0,                   0,              2.8788
             0.66438,             0.33753,             0.34314,             0.18925,            0.040335,           0.0088615,             0.01195,             0.01216,             0.01066,             0.84595,             0.00043,              2.6963,             0.80276,             0.09326,             0.04396,             0.46377,              1.0777,             0.78875,             0.92885,                 0.2,              4.8664,                   0,             0.01722,             0.56549,             0.41628,                   0,             0.10525,             0.46261,                   0,                   0,                   0,                 0.5,             0.88502,                   0,                   0,              3.3129
             0.69595,             0.32617,              0.3483,             0.19634,             0.04133,            0.009615,            0.011744,             0.01216,             0.01076,             0.90244,             0.00038,              2.8388,             0.93493,             0.08989,             0.04401,             0.47108,              1.1609,             0.73619,             0.97902,                 0.2,              5.6751,                   0,             0.01728,             0.44987,             0.43262,                   0,             0.09901,             0.39885,                   0,                   0,                   0,                 0.5,             0.94594,                   0,                   0,              3.1735
              0.6808,             0.32927,             0.34634,             0.19496,            0.039596,           0.0085239,            0.011976,             0.01269,                0.01,             0.85844,             0.00047,              2.6064,               0.832,             0.09303,             0.04369,             0.50429,             0.98278,             0.79177,             0.94456,                 0.2,              4.6044,                   0,             0.01689,             0.56578,             0.43433,                   0,             0.10184,             0.45286,                   0,                   0,                   0,                 0.5,               0.855,                   0,                   0,              3.0114
             0.70505,             0.34804,             0.37188,             0.20663,            0.037868,            0.012345,            0.015375,             0.00981,             0.01208,             0.81015,             0.00053,              2.4652,                0.95,             0.08379,             0.03961,             0.64564,             0.93753,             0.89827,              1.1852,                 0.2,              5.5125,                   0,             0.01816,             0.56549,             0.46544,                   0,             0.09699,             0.48622,                   0,                   0,                   0,                 0.5,             0.91351,                   0,                   0,              4.1129
             0.70108,             0.33109,             0.35471,              0.1976,            0.043924,           0.0092935,            0.010857,             0.01233,                0.01,             0.85369,             0.00039,              2.3618,                0.95,             0.10991,             0.04748,             0.43311,             0.94957,             0.86132,             0.90919,                 0.2,               4.651,                   0,             0.02014,             0.54216,             0.48532,                   0,             0.12239,             0.46811,                   0,                   0,                   0,                 0.5,              0.8369,                   0,                   0,              3.0503
              0.7231,             0.33929,             0.35771,             0.20066,            0.042762,           0.0088162,            0.012515,              0.0123,              0.0101,             0.85876,             0.00041,              2.4002,             0.79664,             0.09147,               0.046,             0.55001,             0.93595,             0.77503,             0.95881,                 0.2,              4.7405,                   0,             0.01935,             0.54622,             0.44579,                   0,             0.10715,             0.48464,                   0,                   0,                   0,                 0.5,             0.90577,                   0,                   0,               2.958
             0.67967,             0.31956,             0.33624,             0.19267,            0.041118,           0.0090891,            0.013955,              0.0124,                0.01,              0.8879,             0.00042,              2.4652,             0.75732,             0.09049,             0.04502,             0.54604,              1.0078,             0.78896,             0.96343,                 0.2,              4.8622,                   0,             0.01811,             0.57975,             0.43483,                   0,             0.11098,             0.51457,                   0,                   0,                   0,                 0.5,             0.89598,                   0,                   0,              3.0786
             0.67411,             0.35362,             0.35801,              0.2029,            0.042085,           0.0051749,            0.010105,              0.0103,             0.01008,              0.8536,             0.00031,              2.4652,                0.95,             0.09147,               0.046,             0.39102,             0.94957,             0.44722,             0.96343,                 0.2,               4.651,                   0,             0.02025,             0.37429,             0.41734,                   0,             0.11777,             0.46811,                   0,                   0,                   0,                 0.5,             0.95616,                   0,                   0,              2.9441
             0.68127,             0.33241,             0.33597,             0.18997,            0.045688,           0.0074691,            0.012312,             0.01424,                0.01,             0.85471,             0.00042,              1.8372,                0.95,             0.09185,             0.05006,             0.40254,              1.2745,             0.79519,             0.71571,                 0.2,               4.911,                   0,             0.01766,             0.55808,             0.33616,                   0,             0.09598,             0.50093,                   0,                   0,                   0,                 0.5,             0.82449,                   0,                   0,              2.5503
             0.76291,             0.31401,             0.37174,              0.2109,            0.036749,           0.0095719,             0.01122,             0.01424,                0.01,             0.86312,             0.00054,              1.8273,                0.95,             0.08145,             0.04008,             0.45981,              1.1075,             0.78896,              1.0459,                 0.2,               4.651,                   0,             0.02114,             0.55424,             0.33489,                   0,             0.10404,             0.34644,                   0,                   0,                   0,                 0.5,             0.89598,                   0,                   0,              3.7963
             0.65381,             0.33655,              0.3455,             0.19874,            0.037617,            0.010022,            0.010455,             0.00735,             0.01065,             0.93568,             0.00048,              1.5261,             0.81992,             0.09468,             0.04338,             0.45009,             0.82596,              1.5469,              1.0122,                 0.2,              3.0556,                   0,             0.01647,             0.72085,             0.42647,                   0,             0.07521,             0.30571,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.0529
             0.71977,             0.34004,             0.35902,             0.20246,            0.040374,            0.011335,            0.010625,             0.00735,             0.01065,             0.93086,             0.00051,              1.7049,                0.95,             0.09954,             0.04644,             0.44605,             0.94494,              1.6374,              1.0323,                 0.2,              3.1161,                   0,             0.01522,             0.78415,             0.43444,                   0,             0.07958,             0.32175,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.0274
             0.63223,               0.315,             0.31272,              0.1585,            0.042188,            0.011894,           0.0093604,             0.00758,             0.01065,                0.98,             0.00057,              1.7198,             0.80141,             0.09667,             0.04505,             0.40854,              0.7255,              1.5353,              1.0323,                 0.2,              3.2049,                   0,             0.01576,             0.76441,             0.36036,                   0,             0.07383,             0.33084,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.9366
             0.62111,             0.30079,             0.29684,             0.14891,            0.041755,            0.010487,            0.010234,             0.00777,             0.01115,                0.98,             0.00054,              1.9075,             0.93883,             0.07129,             0.04554,             0.42005,             0.78917,              1.1953,              1.1368,                 0.2,              3.0702,                   0,             0.02024,                 0.9,             0.45484,                   0,             0.06531,             0.22518,                   0,                   0,                   0,                 0.5,             0.84813,                   0,                   0,              6.3777
             0.66408,             0.32431,             0.33501,             0.19466,            0.045126,            0.011794,            0.012374,             0.00735,                0.01,             0.93499,             0.00051,              1.8736,             0.85284,             0.08299,             0.05232,             0.46015,             0.90898,              1.5353,               1.085,                 0.2,              3.1381,                   0,             0.01924,             0.85137,             0.41752,                   0,             0.08888,             0.32507,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.8345
              0.7058,             0.36125,             0.37158,              0.2136,            0.033023,            0.012261,           0.0089721,             0.00867,             0.01065,              0.9145,             0.00031,              1.1601,                0.95,             0.05161,             0.03795,             0.39337,             0.86607,              1.5353,             0.86067,                 0.2,              3.7574,                   0,             0.01635,             0.73334,              0.4387,                   0,             0.08395,             0.25189,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.8481
             0.69727,             0.32422,             0.35115,             0.19816,            0.038659,           0.0083173,            0.010301,             0.00694,                0.01,             0.92098,             0.00054,              1.7199,             0.92314,             0.09122,             0.04505,             0.44703,             0.83695,              1.2843,             0.97325,                 0.2,              3.0043,                   0,             0.01738,             0.72904,              0.4411,                   0,             0.07958,             0.32507,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.9811
             0.70111,             0.32919,             0.34951,             0.20028,            0.046518,            0.010614,           0.0094561,             0.00905,             0.01263,             0.89302,             0.00052,              1.6612,             0.77263,             0.07057,             0.05297,             0.38664,              0.8841,               1.509,             0.74501,                 0.2,              3.7498,                   0,             0.02279,             0.81728,             0.45385,                   0,             0.09029,             0.34158,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              9.6571
             0.66514,             0.32708,              0.3406,             0.19365,            0.040427,           0.0092775,            0.010014,             0.00607,             0.01065,             0.93537,             0.00041,              1.6131,             0.88143,             0.09667,             0.04771,             0.43835,             0.84199,              1.7575,             0.99608,                 0.2,              2.5326,                   0,             0.01126,             0.73334,             0.25397,                   0,             0.07958,             0.30184,                   0,                   0,                   0,                 0.5,             0.62145,                   0,                   0,              8.1862
             0.68875,             0.33517,             0.35111,             0.20107,            0.040246,            0.012355,            0.013218,             0.00735,             0.01193,             0.93086,             0.00051,              1.7198,              0.8461,             0.09667,             0.04505,             0.51186,             0.90202,              1.4741,              1.0706,                 0.2,              3.4016,                   0,             0.01862,             0.76303,             0.45522,                   0,             0.07883,             0.32876,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.2227
             0.70008,             0.33067,             0.35602,             0.20331,            0.037372,            0.011356,            0.010271,             0.00803,             0.01062,             0.90232,             0.00045,              1.8183,             0.80798,             0.08877,             0.04258,             0.43585,             0.96422,              1.6614,              1.0624,                 0.2,              3.0473,                   0,             0.01599,             0.73334,             0.39481,                   0,             0.07958,             0.32507,                   0,                   0,                   0,                 0.5,             0.93566,                   0,                   0,              5.2013
             0.71585,             0.33453,             0.35719,             0.20118,            0.035333,            0.011753,            0.014048,             0.00735,             0.01065,             0.94635,             0.00051,              2.0495,             0.88143,             0.10081,             0.03924,             0.51143,                1.19,              1.4052,             0.82588,                 0.2,              3.9252,                   0,             0.02164,              0.8511,             0.45425,                   0,             0.07254,             0.35319,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              5.0698
             0.69416,             0.31376,             0.33499,             0.18851,            0.041784,           0.0095624,              0.0123,             0.00721,             0.01065,             0.93086,             0.00049,              1.7198,             0.85585,             0.10126,             0.04568,             0.50094,             0.95414,              1.4473,             0.85287,                 0.2,               3.201,                   0,              0.0188,             0.76003,             0.39274,                   0,             0.08058,             0.28596,                   0,                   0,                   0,                 0.5,             0.90474,                   0,                   0,              3.1034
             0.69828,             0.33121,             0.35039,             0.19498,            0.035168,            0.012149,            0.011299,             0.00812,             0.01065,             0.95133,             0.00053,              1.8768,             0.88143,             0.10397,             0.04018,             0.46086,              0.8841,              1.6642,              1.0578,                 0.2,              3.0952,                   0,             0.01578,             0.70659,              0.4518,                   0,              0.0836,             0.35644,                   0,                   0,                   0,                 0.5,             0.99375,                   0,                   0,               4.492
             0.69645,             0.33419,             0.36096,             0.20444,            0.037955,            0.010457,            0.010671,             0.00723,             0.01069,             0.92716,             0.00052,              1.5744,             0.88143,             0.09499,             0.04341,             0.44703,             0.86864,              1.5347,              1.0249,                 0.2,              3.1381,                   0,             0.01733,             0.77148,              0.4387,                   0,             0.08224,             0.32504,                   0,                   0,                   0,                 0.5,             0.97241,                   0,                   0,              5.2991
              0.6893,             0.31906,             0.33528,             0.18325,            0.036148,            0.012267,              0.0186,             0.01018,             0.01191,             0.81015,              0.0005,              2.8118,                0.95,             0.09034,             0.03961,             0.64564,              1.1349,             0.93233,                1.29,                 0.2,              4.4053,                   0,             0.01816,             0.56549,             0.51846,                   0,             0.12287,             0.69419,                   0,                   0,                   0,                 0.5,             0.81195,                   0,                   0,              4.4691
             0.68561,             0.33801,             0.35544,             0.19625,            0.038329,            0.012716,            0.015619,             0.01021,             0.01234,             0.80832,             0.00054,              2.5089,                0.95,             0.08379,             0.04017,             0.65272,              1.0031,             0.85117,              1.1999,                 0.2,              5.7309,                   0,             0.01816,             0.58851,             0.44062,                   0,             0.10026,             0.50371,                   0,                   0,                   0,                 0.5,              0.8721,                   0,                   0,              3.9715
             0.72878,             0.32131,             0.35689,             0.19263,            0.032688,            0.013974,            0.017212,             0.00981,             0.01401,             0.84217,             0.00042,              2.4652,                0.95,             0.08422,             0.03322,             0.71055,              1.0366,             0.83753,              1.4884,                 0.2,              5.3433,                   0,             0.02177,             0.64559,              0.3753,                   0,             0.08535,             0.48622,                   0,                   0,                   0,                 0.5,             0.91351,                   0,                   0,              4.1129
             0.69083,             0.31459,             0.34819,             0.19209,             0.03737,            0.016276,            0.015717,             0.00981,             0.01208,             0.81015,             0.00045,              2.4941,             0.91791,             0.06477,             0.03878,             0.57213,              1.1514,              1.0366,               1.266,                 0.2,              5.6058,                   0,             0.01816,             0.61188,             0.53997,                   0,             0.12708,              0.6144,                   0,                   0,                   0,                 0.5,             0.78945,                   0,                   0,              3.1934
             0.73493,             0.33756,             0.37009,             0.20032,            0.033644,            0.013734,            0.013558,             0.01006,             0.01168,             0.81977,             0.00053,              2.4877,                0.95,             0.08379,             0.03502,             0.64275,             0.85529,             0.91679,              1.1852,                 0.2,              5.4836,                   0,             0.01816,             0.56549,              0.4677,                   0,              0.0849,             0.52681,                   0,                   0,                   0,                 0.5,              0.8848,                   0,                   0,              3.6233
             0.69387,             0.34444,             0.35791,             0.20303,            0.037745,            0.012712,            0.015637,             0.00982,             0.01202,             0.80879,             0.00053,              2.4552,              0.9441,             0.08337,             0.03953,              0.6402,             0.93727,             0.89827,              1.1795,                 0.2,              5.5157,                   0,             0.01816,             0.56711,             0.46322,                   0,             0.09659,             0.48622,                   0,                   0,                   0,                 0.5,             0.91351,                   0,                   0,               4.128
             0.71353,             0.33774,             0.34957,             0.19127,            0.039049,            0.012928,            0.019866,             0.00953,             0.01411,             0.79336,             0.00059,              2.3941,                0.95,              0.0705,              0.0402,              0.7816,              1.0042,             0.95261,              1.0278,                 0.2,              5.4776,                   0,             0.01658,             0.56549,             0.45222,                   0,             0.09699,              0.5404,                   0,                   0,                   0,                 0.5,             0.97439,                   0,                   0,              4.0197
             0.69008,             0.32243,             0.34563,             0.19571,            0.040351,            0.011687,            0.018084,             0.00907,             0.01384,             0.81015,             0.00051,              2.3853,                0.95,             0.07674,             0.04388,             0.66459,              1.0793,             0.86071,              1.1913,                 0.2,              4.6567,                   0,             0.01892,             0.62743,             0.49796,                   0,             0.09821,             0.50339,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.1129
             0.68541,             0.32873,             0.35278,             0.19497,             0.03452,            0.011054,            0.016537,             0.01021,             0.01247,             0.80189,             0.00053,              2.3882,                0.95,              0.0841,             0.03683,             0.65981,             0.97371,             0.89956,              1.1729,                 0.2,              4.4996,                   0,             0.01774,             0.58902,              0.4668,                   0,             0.09651,              0.4614,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.5032
             0.74359,             0.32333,             0.36722,             0.20803,             0.03825,            0.013181,            0.014493,              0.0103,             0.01208,             0.80667,             0.00054,              2.3643,             0.94637,             0.08715,             0.04029,             0.64854,             0.90748,             0.89827,              1.1852,                 0.2,              5.6492,                   0,             0.01626,             0.58156,             0.46544,                   0,              0.1012,             0.48622,                   0,                   0,                   0,                 0.5,             0.90584,                   0,                   0,              3.7479
             0.70749,             0.31901,             0.34802,             0.19381,            0.036619,            0.010624,            0.016697,             0.01095,             0.01353,             0.78783,             0.00064,              2.4652,                0.95,             0.08301,             0.03961,              0.7846,             0.73695,             0.95214,              1.1043,                 0.2,              4.2483,                   0,             0.02393,             0.56549,             0.51818,                   0,             0.09699,             0.57888,                   0,                   0,                   0,                 0.5,             0.85891,                   0,                   0,              4.1129
             0.66993,             0.33927,             0.35104,             0.19834,            0.040709,            0.017647,            0.016538,               0.009,             0.01208,             0.81015,             0.00048,              2.1759,                0.95,             0.08325,             0.03792,             0.64564,              1.1467,              1.0058,              1.1852,                 0.2,              7.8007,                   0,             0.01735,             0.43478,             0.39535,                   0,             0.07928,             0.48622,                   0,                   0,                   0,                 0.5,             0.88726,                   0,                   0,              4.1129
             0.69333,             0.35382,             0.37161,                 0.2,             0.03777,            0.012492,            0.015405,             0.00992,             0.01124,             0.80915,             0.00051,              2.8436,                0.95,             0.06949,             0.03961,             0.69039,             0.93766,             0.90593,              1.1816,                 0.2,              5.5125,                   0,              0.0197,             0.51598,             0.40183,                   0,             0.09403,             0.42073,                   0,                   0,                   0,                 0.5,             0.91121,                   0,                   0,              4.1129
