               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   5,            0.055251,            0.015656,            0.015579,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077689,           0.0077689,           0.0077689
                   6,             0.05252,            0.015335,            0.014698,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064961,           0.0064961,           0.0064961
                   7,            0.050601,             0.01531,            0.013373,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052233,           0.0052233,           0.0052233
                   8,             0.04887,            0.014862,            0.012635,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0039505,           0.0039505,           0.0039505
                   9,            0.046711,            0.014466,            0.011617,             0.72009,             0.31148,             0.34842,             0.19141,            0.045627,            0.008771,            0.012258,           0.0026778,           0.0026778,           0.0026778
                   0,            0.077545,            0.018962,            0.032219,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055519,           0.0055519,            0.056598
                   1,            0.059165,            0.017104,              0.0214,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010011,            0.010011,            0.019867
                   2,            0.056569,            0.015833,            0.018258,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0099785,           0.0099785,           0.0099785
                   3,             0.05292,             0.01528,            0.016611,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0099785,           0.0099785,           0.0099785
                   4,            0.049864,            0.015072,             0.01502,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087478,           0.0087478,           0.0087478
                   5,            0.047835,            0.014928,            0.013906,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075171,           0.0075171,           0.0075171
                   6,            0.045461,            0.014518,            0.012835,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062864,           0.0062864,           0.0062864
                   7,              0.0439,            0.014706,            0.012242,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050556,           0.0050556,           0.0050556
                   8,            0.042034,            0.014185,            0.011166,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038249,           0.0038249,           0.0038249
                   9,            0.040741,            0.013791,            0.010849,             0.69356,             0.33556,             0.34956,             0.19655,            0.041097,           0.0077367,            0.010688,           0.0025942,           0.0025942,           0.0025942
                   0,            0.074005,            0.020471,             0.03603,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050321,           0.0050321,             0.05865
                   1,            0.058052,            0.018825,            0.023871,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090734,           0.0090734,            0.024797
                   2,            0.055205,            0.017727,             0.02073,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097537,           0.0097537,           0.0097537
                   3,            0.052144,            0.017109,            0.019236,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097537,           0.0097537,           0.0097537
                   4,            0.049313,            0.016972,            0.017407,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085505,           0.0085505,           0.0085505
                   5,            0.047275,             0.01655,            0.016317,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073473,           0.0073473,           0.0073473
                   6,            0.044836,            0.016501,            0.014392,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061441,           0.0061441,           0.0061441
                   7,            0.043563,            0.015861,            0.013908,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004941,            0.004941,            0.004941
                   8,            0.041927,            0.015734,            0.013105,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037378,           0.0037378,           0.0037378
                   9,            0.040643,            0.015234,            0.011666,             0.65309,             0.33939,             0.34396,             0.18726,             0.04017,           0.0090453,            0.012632,           0.0025346,           0.0025346,           0.0025346
                   0,            0.078502,            0.020813,            0.033898,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050412,           0.0050412,             0.06054
                   1,            0.061691,            0.019321,            0.022056,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090892,           0.0090892,            0.026885
                   2,             0.05875,            0.017994,             0.01899,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010001,            0.010001,            0.010001
                   3,             0.05548,            0.017435,            0.017869,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010001,            0.010001,            0.010001
                   4,            0.052314,            0.017127,            0.016383,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087664,           0.0087664,           0.0087664
                   5,            0.049866,            0.016684,            0.015072,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075319,           0.0075319,           0.0075319
                   6,            0.047736,            0.016664,            0.014162,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062974,           0.0062974,           0.0062974
                   7,            0.046135,            0.015826,            0.013168,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050628,           0.0050628,           0.0050628
                   8,            0.044739,            0.015865,            0.012263,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0038283,           0.0038283,           0.0038283
                   9,            0.042728,            0.015521,            0.011264,             0.64864,             0.33075,             0.32309,             0.17832,            0.042162,           0.0086823,            0.012107,           0.0025938,           0.0025938,           0.0025938
                   0,             0.10486,            0.021007,            0.035025,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053524,           0.0053524,            0.049902
                   1,            0.081926,            0.018231,            0.023662,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096512,           0.0096512,            0.013657
                   2,            0.077964,             0.01736,            0.020312,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090163,           0.0090163,           0.0090163
                   3,            0.074172,            0.017074,            0.018348,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090163,           0.0090163,           0.0090163
                   4,            0.069715,            0.016587,            0.016728,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079045,           0.0079045,           0.0079045
                   5,            0.066928,            0.016022,            0.015043,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067927,           0.0067927,           0.0067927
                   6,              0.0641,            0.015903,            0.014103,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056809,           0.0056809,           0.0056809
                   7,            0.062014,            0.015752,            0.013731,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004569,            0.004569,            0.004569
                   8,            0.059655,            0.015387,            0.012303,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0034572,           0.0034572,           0.0034572
                   9,            0.057447,            0.015218,            0.012212,             0.68079,             0.31621,             0.34736,             0.19448,            0.056391,           0.0091179,            0.012336,           0.0023454,           0.0023454,           0.0023454
                   0,            0.079425,            0.021567,            0.037188,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0046687,           0.0046687,            0.059948
                   1,             0.06213,            0.019771,             0.02456,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0084179,           0.0084179,            0.027467
                   2,            0.059786,            0.018467,            0.021253,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0094643,           0.0094643,           0.0094643
                   3,            0.056073,            0.018263,            0.019515,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0094643,           0.0094643,           0.0094643
                   4,            0.052847,            0.017586,            0.017613,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082964,           0.0082964,           0.0082964
                   5,            0.050317,             0.01742,            0.016363,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0071285,           0.0071285,           0.0071285
                   6,            0.048118,            0.017226,            0.015142,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059607,           0.0059607,           0.0059607
                   7,            0.046763,            0.016734,            0.014294,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0047928,           0.0047928,           0.0047928
                   8,            0.045107,            0.016425,            0.013741,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036249,           0.0036249,           0.0036249
                   9,            0.043512,            0.016144,            0.012241,             0.67561,             0.33284,             0.35033,             0.19822,            0.042033,           0.0092426,            0.011886,            0.002457,            0.002457,            0.002457
                   0,            0.089911,            0.019246,              0.0359,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062835,           0.0062835,            0.052391
                   1,             0.07388,            0.017137,            0.024575,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01133,             0.01133,            0.018902
                   2,            0.070477,            0.016496,            0.021992,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011078,            0.011078,            0.011078
                   3,            0.067279,            0.016043,            0.020621,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011078,            0.011078,            0.011078
                   4,            0.062892,            0.015539,            0.018654,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097114,           0.0097114,           0.0097114
                   5,            0.060724,            0.015473,            0.017421,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083452,           0.0083452,           0.0083452
                   6,            0.058206,            0.015152,            0.015795,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006979,            0.006979,            0.006979
                   7,            0.056375,            0.014879,            0.015361,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056128,           0.0056128,           0.0056128
                   8,            0.053693,            0.014638,             0.01358,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0042466,           0.0042466,           0.0042466
                   9,            0.052001,            0.014756,            0.013041,             0.67737,             0.31928,             0.33141,             0.18644,             0.05176,           0.0089504,            0.012751,           0.0028804,           0.0028804,           0.0028804
                   0,            0.082513,            0.021826,             0.03243,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055589,           0.0055589,            0.064596
                   1,            0.066789,            0.019994,             0.02152,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010023,            0.010023,            0.028803
                   2,            0.064173,            0.018935,            0.018729,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011003,            0.011003,            0.011003
                   3,            0.060945,            0.018354,            0.017016,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.011003,            0.011003,            0.011003
                   4,            0.057078,            0.018004,            0.015689,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096452,           0.0096452,           0.0096452
                   5,            0.054602,            0.017684,            0.014918,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082869,           0.0082869,           0.0082869
                   6,            0.051905,             0.01727,            0.013411,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069286,           0.0069286,           0.0069286
                   7,            0.050524,            0.017229,             0.01319,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055703,           0.0055703,           0.0055703
                   8,            0.048791,            0.016768,            0.012123,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004212,            0.004212,            0.004212
                   9,            0.046819,            0.016609,            0.011333,             0.69137,             0.32818,             0.34255,             0.19074,            0.046043,           0.0094416,            0.011151,           0.0028538,           0.0028538,           0.0028538
                   0,             0.07803,            0.019551,            0.033655,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051574,           0.0051574,            0.060362
                   1,            0.061596,            0.017872,             0.02209,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0092989,           0.0092989,             0.03102
                   2,            0.059385,             0.01673,            0.019523,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010964,            0.010964,            0.010964
                   3,            0.055977,            0.016209,            0.018037,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010964,            0.010964,            0.010964
                   4,            0.052845,            0.015888,            0.016443,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096105,           0.0096105,           0.0096105
                   5,            0.050422,            0.015557,             0.01548,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082574,           0.0082574,           0.0082574
                   6,            0.047504,            0.015538,            0.013611,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069042,           0.0069042,           0.0069042
                   7,            0.046537,            0.015089,            0.012939,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055511,           0.0055511,           0.0055511
                   8,             0.04451,            0.014697,            0.011934,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0041979,           0.0041979,           0.0041979
                   9,            0.042853,            0.014505,            0.011054,             0.67558,             0.32846,             0.34236,              0.1917,            0.042205,           0.0083878,            0.010893,           0.0028448,           0.0028448,           0.0028448
                   0,            0.087782,            0.024794,            0.030308,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048539,           0.0048539,            0.059263
                   1,             0.07208,              0.0222,            0.021035,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087515,           0.0087515,             0.02606
                   2,            0.069323,            0.021366,            0.018234,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009608,            0.009608,            0.009608
                   3,            0.065777,            0.020741,            0.016425,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009608,            0.009608,            0.009608
                   4,            0.062402,            0.020446,            0.015949,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0084219,           0.0084219,           0.0084219
                   5,            0.060189,            0.020003,            0.014803,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072359,           0.0072359,           0.0072359
                   6,            0.057458,            0.019966,            0.013582,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060499,           0.0060499,           0.0060499
                   7,            0.055706,            0.019604,            0.012935,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0048639,           0.0048639,           0.0048639
                   8,            0.053915,            0.019193,            0.012459,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0036779,           0.0036779,           0.0036779
                   9,            0.051832,            0.018827,            0.011178,             0.67453,              0.3235,             0.33548,             0.18552,            0.050347,            0.010989,            0.011837,           0.0024918,           0.0024918,           0.0024918
                   0,            0.083751,            0.017872,            0.034324,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056893,           0.0056893,             0.04951
                   1,            0.065623,            0.016088,            0.022983,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.010258,            0.010258,            0.015508
                   2,            0.062352,            0.015155,            0.020229,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097523,           0.0097523,           0.0097523
                   3,            0.058398,            0.014766,            0.018083,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097523,           0.0097523,           0.0097523
                   4,            0.055139,             0.01438,            0.016662,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085485,           0.0085485,           0.0085485
                   5,            0.052565,            0.014172,            0.014719,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073446,           0.0073446,           0.0073446
                   6,            0.050525,            0.013984,            0.014487,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061408,           0.0061408,           0.0061408
                   7,            0.048972,            0.013633,            0.013604,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004937,            0.004937,            0.004937
                   8,            0.046583,            0.013087,            0.011986,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037331,           0.0037331,           0.0037331
                   9,            0.045097,            0.013259,            0.011715,             0.71271,             0.30644,             0.33393,             0.18641,            0.044948,           0.0080883,            0.011838,           0.0025293,           0.0025293,           0.0025293
                   0,            0.079554,            0.019485,            0.035388,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053603,           0.0053603,            0.057855
                   1,            0.061293,            0.017013,             0.02376,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096646,           0.0096646,            0.026364
                   2,            0.058982,            0.015579,            0.019972,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01061,             0.01061,             0.01061
                   3,            0.055505,            0.015154,            0.018521,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.01061,             0.01061,             0.01061
                   4,            0.052286,             0.01499,            0.016837,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093007,           0.0093007,           0.0093007
                   5,            0.049757,            0.014693,            0.015059,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079909,           0.0079909,           0.0079909
                   6,            0.047954,            0.014109,            0.014306,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066812,           0.0066812,           0.0066812
                   7,            0.045824,            0.013881,            0.013669,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053714,           0.0053714,           0.0053714
                   8,            0.044244,            0.014022,             0.01273,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0040616,           0.0040616,           0.0040616
                   9,            0.042667,            0.013575,            0.011361,             0.66918,             0.34633,             0.34744,               0.195,            0.042069,           0.0074629,            0.011707,           0.0027518,           0.0027518,           0.0027518
                   0,            0.075711,            0.021595,            0.032674,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044054,           0.0044054,            0.062822
                   1,            0.060787,            0.019416,            0.021699,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079435,           0.0079435,            0.027114
                   2,             0.05826,            0.018566,            0.018865,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087993,           0.0087993,           0.0087993
                   3,            0.055166,            0.017825,            0.016898,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087993,           0.0087993,           0.0087993
                   4,            0.052337,            0.017698,             0.01607,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007714,            0.007714,            0.007714
                   5,            0.050174,            0.017257,            0.014787,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066286,           0.0066286,           0.0066286
                   6,            0.047863,            0.017229,            0.013699,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055433,           0.0055433,           0.0055433
                   7,            0.046435,            0.016964,            0.013053,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044579,           0.0044579,           0.0044579
                   8,            0.044907,            0.016518,            0.012368,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033726,           0.0033726,           0.0033726
                   9,             0.04326,            0.016129,             0.01118,             0.70121,             0.32195,             0.34708,             0.19131,            0.042207,           0.0092259,            0.011092,           0.0022872,           0.0022872,           0.0022872
                   0,            0.082703,            0.021673,            0.034064,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005005,            0.005005,            0.059315
                   1,            0.065788,            0.019496,            0.022211,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009024,            0.009024,            0.026134
                   2,             0.06195,            0.018639,            0.019663,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0098806,           0.0098806,           0.0098806
                   3,            0.058621,            0.017971,            0.017873,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0098806,           0.0098806,           0.0098806
                   4,            0.055203,            0.017603,            0.016433,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008661,            0.008661,            0.008661
                   5,             0.05233,            0.017455,            0.015115,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074413,           0.0074413,           0.0074413
                   6,             0.05029,            0.017005,            0.013614,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062216,           0.0062216,           0.0062216
                   7,            0.048466,            0.016644,            0.012697,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050019,           0.0050019,           0.0050019
                   8,             0.04627,            0.016376,            0.011853,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037822,           0.0037822,           0.0037822
                   9,            0.044874,            0.016346,            0.011113,             0.66012,             0.35115,             0.34786,             0.19639,            0.043285,           0.0095831,            0.012198,           0.0025626,           0.0025626,           0.0025626
                   0,            0.086498,             0.01978,            0.039388,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049845,           0.0049845,            0.059409
                   1,            0.068561,            0.017293,             0.02554,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0089874,           0.0089874,            0.025564
                   2,            0.065546,            0.016661,            0.022643,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097533,           0.0097533,           0.0097533
                   3,            0.062298,            0.016246,            0.021426,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0097533,           0.0097533,           0.0097533
                   4,             0.05908,            0.015635,            0.019662,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00855,             0.00855,             0.00855
                   5,            0.056314,            0.015364,            0.018087,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073467,           0.0073467,           0.0073467
                   6,            0.054165,            0.015246,            0.016623,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061434,           0.0061434,           0.0061434
                   7,            0.052697,             0.01493,            0.015661,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00494,             0.00494,             0.00494
                   8,            0.050328,            0.015068,            0.014113,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0037367,           0.0037367,           0.0037367
                   9,             0.04862,            0.014399,             0.01361,             0.71084,             0.32059,              0.3457,             0.19269,             0.04809,             0.00863,             0.01458,           0.0025334,           0.0025334,           0.0025334
                   0,            0.081428,            0.019993,            0.036726,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044986,           0.0044986,             0.06548
                   1,            0.063223,            0.018562,            0.023991,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081109,           0.0081109,            0.026457
                   2,              0.0602,            0.017072,            0.020967,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087739,           0.0087739,           0.0087739
                   3,            0.056968,            0.016665,            0.019221,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087739,           0.0087739,           0.0087739
                   4,            0.053707,            0.016189,            0.017488,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076908,           0.0076908,           0.0076908
                   5,            0.050904,            0.015859,            0.016217,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066078,           0.0066078,           0.0066078
                   6,             0.04851,            0.015819,             0.01501,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055247,           0.0055247,           0.0055247
                   7,            0.047132,            0.015442,             0.01435,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0044416,           0.0044416,           0.0044416
                   8,            0.045405,            0.014974,            0.013484,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0033586,           0.0033586,           0.0033586
