               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.049311,            0.018671,            0.013323,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008713,            0.008713,            0.008713
                  15,            0.048878,            0.018302,            0.012867,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008614,            0.008614,            0.008614
                  16,            0.048577,            0.018279,            0.012437,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008515,            0.008515,            0.008515
                  17,            0.047602,            0.018303,            0.012111,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008416,            0.008416,            0.008416
                  18,            0.047567,            0.018068,            0.012309,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008317,            0.008317,            0.008317
                  19,            0.047431,            0.018076,            0.012473,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008218,            0.008218,            0.008218
                  20,            0.046492,            0.017642,            0.011316,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.046083,            0.017804,            0.010912,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00802,             0.00802,             0.00802
                  22,            0.046154,            0.017676,            0.010923,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.046315,            0.017466,            0.011294,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007822,            0.007822,            0.007822
                  24,             0.04565,            0.017448,            0.010469,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.045234,            0.017397,            0.010003,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.044793,              0.0177,            0.010262,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007525,            0.007525,            0.007525
                  27,            0.044745,            0.017322,           0.0096676,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007426,            0.007426,            0.007426
                  28,              0.0441,              0.0172,           0.0094145,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.044186,            0.017276,           0.0095382,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.043894,            0.017019,           0.0093674,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.007129,            0.007129,            0.007129
                  31,             0.04414,            0.017273,           0.0093846,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.043472,            0.016742,           0.0095607,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.043269,             0.01689,           0.0089959,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.043214,            0.017054,           0.0089493,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.042549,             0.01667,           0.0085378,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.042769,            0.016858,           0.0088416,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.042568,            0.016663,           0.0081292,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.042336,            0.016844,           0.0081166,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.041881,            0.016624,           0.0076064,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.041782,              0.0165,             0.00808,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.041498,            0.016137,           0.0076471,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.041409,            0.016221,           0.0075218,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.040631,            0.016285,           0.0070838,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.040708,            0.016092,           0.0074828,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.040644,            0.016068,           0.0072191,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.040134,            0.016438,           0.0069082,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.039904,            0.015955,           0.0070399,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                  48,             0.04002,            0.015727,           0.0070057,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.039931,            0.015554,           0.0069217,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.039477,            0.015923,           0.0068487,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.039762,            0.015579,           0.0070615,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                  52,             0.03915,            0.015689,           0.0063358,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.038885,            0.015663,           0.0063386,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.038563,            0.015757,           0.0063544,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.038643,             0.01554,           0.0059231,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                  56,             0.03869,            0.015409,           0.0058404,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.038325,            0.015458,           0.0058892,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                  58,             0.03746,            0.015689,           0.0056275,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.037866,            0.015253,           0.0056731,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                  60,             0.03772,            0.015219,           0.0055275,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.037263,             0.01512,           0.0055555,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.036953,            0.015036,           0.0053024,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.037494,            0.015063,           0.0054834,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.036817,             0.01502,           0.0053154,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.036554,            0.014774,           0.0051421,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.036357,            0.014907,           0.0050154,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.036015,            0.014661,           0.0046594,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.035876,            0.014624,           0.0048518,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.035724,            0.014723,           0.0045692,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.035694,            0.014395,           0.0047774,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.035192,             0.01442,           0.0045684,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.035263,            0.014486,           0.0042165,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.035464,            0.014219,           0.0045836,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002872,            0.002872,            0.002872
                  74,             0.03514,            0.014436,           0.0045265,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.035243,            0.014441,           0.0044342,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.034886,            0.014091,           0.0042949,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.034458,            0.014224,           0.0041774,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.034279,            0.014099,           0.0039824,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.033916,            0.013974,           0.0041741,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.034004,            0.013615,           0.0038842,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.033563,            0.013931,           0.0038804,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.033876,            0.013907,           0.0037574,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.033267,            0.013543,           0.0038547,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.032914,            0.013776,            0.003716,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.032826,            0.013514,            0.003394,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.032847,            0.013583,           0.0035742,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001585,            0.001585,            0.001585
                  87,             0.03288,            0.013514,           0.0035049,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.032235,            0.013161,           0.0035978,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.032174,            0.013161,           0.0032075,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.032345,            0.013239,           0.0035311,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.031912,            0.013215,           0.0033902,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.031929,            0.013217,            0.003068,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.031433,            0.013362,           0.0030854,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.031282,            0.013076,           0.0029005,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.031194,            0.012741,           0.0029071,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.030984,            0.012867,           0.0027986,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.030801,               0.013,           0.0027816,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.031108,            0.013028,           0.0029212,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.030507,             0.01275,           0.0028284,             0.59755,             0.42771,             0.46585,              0.2811,            0.039874,           0.0092964,            0.012384,            0.000298,            0.000298,            0.000298
                   0,            0.086669,            0.019862,            0.034551,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0030476,           0.0030476,            0.088751
                   1,            0.065828,            0.017907,            0.023601,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060381,           0.0060381,            0.054024
                   2,            0.063366,            0.016736,            0.019831,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0089683,           0.0089683,            0.019236
                   3,            0.062247,             0.01585,            0.019227,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096836,           0.0096836,           0.0096836
                   4,            0.059542,            0.015464,            0.017918,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0096836,           0.0096836,           0.0096836
                   5,            0.057243,            0.015414,            0.016588,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0095848,           0.0095848,           0.0095848
                   6,            0.055875,            0.015354,            0.015605,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009486,            0.009486,            0.009486
                   7,            0.054835,            0.014917,            0.015461,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0093872,           0.0093872,           0.0093872
                   8,            0.054097,            0.014996,             0.01467,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0092884,           0.0092884,           0.0092884
                   9,            0.053039,            0.014593,            0.014215,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0091896,           0.0091896,           0.0091896
                  10,            0.052338,            0.014617,            0.013701,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0090908,           0.0090908,           0.0090908
                  11,            0.051301,             0.01424,            0.012779,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008992,            0.008992,            0.008992
                  12,            0.051171,            0.014582,            0.012741,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0088932,           0.0088932,           0.0088932
                  13,            0.050504,            0.014428,            0.012421,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0087944,           0.0087944,           0.0087944
                  14,            0.049696,            0.014283,            0.012091,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0086956,           0.0086956,           0.0086956
                  15,            0.049656,            0.014023,            0.011937,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0085968,           0.0085968,           0.0085968
                  16,            0.048851,            0.013948,            0.011105,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008498,            0.008498,            0.008498
                  17,            0.048056,            0.013964,            0.011025,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083992,           0.0083992,           0.0083992
                  18,            0.047997,             0.01388,            0.011095,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0083004,           0.0083004,           0.0083004
                  19,            0.047916,            0.013913,            0.011163,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0082016,           0.0082016,           0.0082016
                  20,            0.046834,            0.013612,            0.010235,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0081028,           0.0081028,           0.0081028
                  21,            0.046658,            0.013689,            0.010234,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.008004,            0.008004,            0.008004
                  22,            0.046697,            0.013518,            0.010162,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0079052,           0.0079052,           0.0079052
                  23,            0.046945,            0.013476,            0.010338,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0078064,           0.0078064,           0.0078064
                  24,            0.046103,            0.013408,           0.0096413,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0077076,           0.0077076,           0.0077076
                  25,            0.045685,            0.013379,           0.0095387,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0076088,           0.0076088,           0.0076088
                  26,            0.045221,              0.0136,           0.0092929,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075099,           0.0075099,           0.0075099
                  27,            0.045304,            0.013324,           0.0091309,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074111,           0.0074111,           0.0074111
                  28,            0.044564,             0.01317,           0.0086018,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073123,           0.0073123,           0.0073123
                  29,            0.044578,            0.013239,           0.0084842,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072135,           0.0072135,           0.0072135
                  30,             0.04449,            0.013091,           0.0088835,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0071147,           0.0071147,           0.0071147
                  31,            0.044183,            0.013173,           0.0083681,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070159,           0.0070159,           0.0070159
                  32,            0.043957,            0.012826,           0.0086303,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069171,           0.0069171,           0.0069171
                  33,            0.043683,            0.012934,           0.0080493,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068183,           0.0068183,           0.0068183
                  34,            0.043721,            0.012949,           0.0080666,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067195,           0.0067195,           0.0067195
                  35,            0.043195,            0.012812,           0.0079677,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066207,           0.0066207,           0.0066207
                  36,            0.043143,            0.012883,           0.0077648,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065219,           0.0065219,           0.0065219
                  37,            0.042866,            0.012705,           0.0072716,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064231,           0.0064231,           0.0064231
                  38,            0.042539,            0.012821,           0.0075679,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063243,           0.0063243,           0.0063243
                  39,              0.0424,            0.012727,           0.0070586,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062255,           0.0062255,           0.0062255
                  40,            0.042081,            0.012551,           0.0070631,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061267,           0.0061267,           0.0061267
                  41,            0.041731,            0.012409,           0.0069795,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060279,           0.0060279,           0.0060279
                  42,            0.041192,            0.012308,           0.0063626,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059291,           0.0059291,           0.0059291
                  43,            0.040953,            0.012379,            0.006412,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058303,           0.0058303,           0.0058303
                  44,            0.041073,            0.012315,            0.006773,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057315,           0.0057315,           0.0057315
                  45,            0.041195,            0.012395,           0.0067343,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056327,           0.0056327,           0.0056327
                  46,            0.040704,            0.012703,           0.0063415,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055339,           0.0055339,           0.0055339
                  47,            0.040431,             0.01228,           0.0064703,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054351,           0.0054351,           0.0054351
                  48,            0.040481,              0.0121,           0.0062274,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053363,           0.0053363,           0.0053363
                  49,            0.040342,             0.01191,           0.0062448,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0052375,           0.0052375,           0.0052375
                  50,            0.039812,            0.012153,           0.0060883,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051387,           0.0051387,           0.0051387
                  51,            0.039986,            0.012016,           0.0062454,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050399,           0.0050399,           0.0050399
                  52,            0.039361,            0.012008,           0.0058964,                   0,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049411,           0.0049411,           0.0049411
